"x","y","majority","super_majority","absolute_majority","quorum"
"aslA","cspC",1,1,0,1
"aslA","uidR",1,0,0,0
"aslA","dicC",1,1,0,1
"aslB","rbsR",1,1,0,1
"aslB","xylR",1,1,0,1
"aslB","dctR",1,1,0,1
"aslB","arsR",1,1,0,1
"aslB","cynR",1,1,0,1
"aslB","sfsB",1,1,0,1
"aslB","qseB",1,0,0,0
"aslB","dsdC",1,0,0,0
"aslB","crl",1,1,0,1
"aslB","yeiI",1,1,0,1
"aslB","baeR",1,0,0,0
"aslB","isrC",1,1,0,1
"aslB","sdiA",1,0,0,0
"aslB","flhC",1,0,0,0
"aslB","yeaM",1,0,0,0
"aslB","ihfA",1,0,0,0
"aslB","rstA",1,1,0,1
"aslB","feaR",1,0,0,0
"proM","ilvY",1,0,0,0
"proM","rbsR",1,1,0,1
"proM","xylR",1,1,0,1
"proM","dctR",1,1,0,1
"proM","arsR",1,1,0,1
"proM","cynR",1,1,0,1
"proM","fis",1,1,0,1
"proM","sfsB",1,1,0,1
"proM","qseB",1,0,0,0
"proM","ygeH",1,0,0,0
"proM","ryfD",1,0,0,0
"proM","dsdC",1,0,0,0
"proM","crl",1,1,0,1
"proM","yeiI",1,1,0,1
"proM","baeR",1,1,0,1
"proM","isrC",1,0,0,0
"proM","cbl",1,1,0,1
"proM","sdiA",1,0,0,0
"proM","yeaM",1,0,0,0
"proM","ihfA",1,0,0,0
"proM","rstA",1,0,0,0
"proM","feaR",1,1,0,1
"hisR","ilvY",1,1,0,1
"hisR","rbsR",1,1,0,1
"hisR","dctR",1,1,0,1
"hisR","arsR",1,1,1,1
"hisR","ompR",1,1,0,1
"hisR","cynR",1,1,0,1
"hisR","fis",1,1,0,1
"hisR","sfsB",1,1,0,1
"hisR","qseB",1,1,0,1
"hisR","ssrS",1,1,0,1
"hisR","crl",1,1,0,1
"hisR","yeiI",1,1,0,1
"hisR","baeR",1,0,0,0
"hisR","isrC",1,1,0,1
"hisR","flhC",1,0,0,0
"hisR","malI",1,0,0,0
"hisR","feaR",1,1,0,1
"argX","ilvY",1,1,0,1
"argX","ompR",1,1,1,1
"argX","cynR",1,1,1,1
"argX","fis",1,1,1,1
"argX","betI",1,1,0,1
"argX","qseB",1,1,1,1
"argX","glcC",1,1,0,1
"argX","ssrS",1,1,1,1
"argX","isrC",1,1,0,1
"argX","feaR",1,1,0,1
"yifK","ilvY",1,1,0,1
"yifK","fis",1,0,0,0
"yifK","ssrS",1,1,0,1
"yifK","ypdC",1,1,0,1
"aqpZ","rybB",1,1,0,1
"aqpZ","hycA",1,0,0,0
"aqpZ","eutR",1,1,0,1
"aqpZ","dgsA",1,1,0,1
"aqpZ","lsrR",1,1,0,1
"aqpZ","ydcN",1,1,0,1
"rffM","dsrA",1,1,0,1
"rffM","flhD",1,0,0,0
"rffM","yebK",1,0,0,0
"rffM","chbR",1,0,0,0
"psiF","betI",1,1,0,1
"psiF","glcC",1,1,1,1
"psiF","rcnR",1,0,0,0
"psiF","yegW",1,1,0,1
"psiF","ogrK",1,1,0,1
"psiF","nac",1,0,0,0
"psiF","dicC",1,0,0,0
"psiF","hipA",1,0,0,0
"wzyE","ilvY",1,1,0,1
"wzyE","rbsR",1,1,0,1
"wzyE","gntR",1,1,0,1
"wzyE","fis",1,0,0,0
"wzyE","yahB",1,0,0,0
"wzyE","ssrS",1,1,0,1
"wzyE","isrC",1,1,0,1
"wzyE","cspC",1,0,0,0
"wzxE","ilvY",1,1,0,1
"wzxE","cynR",1,1,0,1
"wzxE","prpR",1,1,0,1
"wzxE","sfsB",1,1,0,1
"wzxE","betI",1,0,0,0
"wzxE","ykgD",1,1,0,1
"wzxE","qseB",1,1,0,1
"wzxE","ssrS",1,1,1,1
"wzxE","yeiI",1,0,0,0
"rffA","ilvY",1,1,0,1
"rffA","arsR",1,0,0,0
"rffA","cynR",1,0,0,0
"rffA","prpR",1,0,0,0
"rffA","sfsB",1,1,0,1
"rffA","ssrS",1,1,0,1
"rffA","dsdC",1,0,0,0
"rffA","yeiI",1,1,0,1
"rffA","flhC",1,0,0,0
"rffA","malI",1,1,0,1
"rffC","ilvY",1,1,0,1
"rffC","dctR",1,1,0,1
"rffC","arsR",1,1,0,1
"rffC","nikR",1,0,0,0
"rffC","ompR",1,0,0,0
"rffC","cynR",1,1,0,1
"rffC","fis",1,1,0,1
"rffC","sfsB",1,1,1,1
"rffC","qseB",1,1,0,1
"rffC","ssrS",1,1,0,1
"rffC","fucR",1,1,0,1
"rffC","csiR",1,0,0,0
"rffC","yeiI",1,0,0,0
"rffC","flhC",1,0,0,0
"rffC","malI",1,0,0,0
"rffC","cspF",1,1,0,1
"rffH","ilvY",1,1,1,1
"rffH","rbsR",1,1,0,1
"rffH","dctR",1,1,0,1
"rffH","arsR",1,1,0,1
"rffH","nikR",1,1,0,1
"rffH","ompR",1,1,0,1
"rffH","cynR",1,1,0,1
"rffH","fis",1,1,0,1
"rffH","sfsB",1,1,0,1
"rffH","qseB",1,1,0,1
"rffH","glcC",1,0,0,0
"rffH","ssrS",1,1,0,1
"rffH","fucR",1,1,0,1
"rffH","yeiI",1,1,0,1
"rffH","isrC",1,1,0,1
"rffH","sdiA",1,0,0,0
"rffH","ihfA",1,1,0,1
"rffH","malI",1,0,0,0
"rffH","cspF",1,1,0,1
"rffG","gadW",1,0,0,0
"rffD","arsR",1,0,0,0
"rffD","nikR",1,1,1,1
"rffD","cynR",1,1,0,1
"rffD","sfsB",1,1,0,1
"rffD","qseB",1,1,0,1
"rffD","ssrS",1,1,0,1
"rffD","yfhH",1,1,0,1
"rffD","yeiI",1,0,0,0
"rffD","sdiA",1,1,0,1
"rffD","flhC",1,0,0,0
"rffD","malI",1,1,0,1
"rffD","cspF",1,1,0,1
"rffE","arsR",1,0,0,0
"rffE","nikR",1,1,0,1
"rffE","sfsB",1,0,0,0
"rffE","yfhH",1,1,0,1
"rffE","flhC",1,1,0,1
"ybjE","flhD",1,0,0,0
"ybjE","rstA",1,1,0,1
"ybjE","ynfL",1,0,0,0
"ybjE","envY",1,1,0,1
"wzzE","dsrA",1,0,0,0
"wzzE","chbR",1,1,0,1
"wzzE","sfsA",1,0,0,0
"rfe","flhD",1,0,0,0
"rho","ilvY",1,1,0,1
"rho","rbsR",1,0,0,0
"rho","dctR",1,0,0,0
"rho","ompR",1,1,1,1
"rho","cynR",1,1,0,1
"rho","fis",1,1,0,1
"rho","sfsB",1,1,0,1
"rho","betI",1,1,0,1
"rho","tdcR",1,1,0,1
"rho","qseB",1,1,0,1
"rho","glcC",1,1,0,1
"rho","ssrS",1,1,1,1
"rho","dsdC",1,0,0,0
"rho","yeiI",1,1,0,1
"rho","isrC",1,1,0,1
"rho","flhC",1,0,0,0
"rho","malI",1,1,0,1
"rho","feaR",1,0,0,0
"trxA","ilvY",1,1,0,1
"trxA","ompR",1,1,1,1
"trxA","cynR",1,1,0,1
"trxA","fis",1,1,0,1
"trxA","sfsB",1,0,0,0
"trxA","betI",1,0,0,0
"trxA","tdcR",1,1,0,1
"trxA","qseB",1,1,0,1
"trxA","glcC",1,1,0,1
"trxA","ssrS",1,1,1,1
"trxA","dsdC",1,0,0,0
"trxA","feaR",1,0,0,0
"rhlB","ilvY",1,1,1,1
"rhlB","rbsR",1,1,0,1
"rhlB","ompR",1,1,1,1
"rhlB","cynR",1,1,0,1
"rhlB","fis",1,1,0,1
"rhlB","sfsB",1,1,0,1
"rhlB","betI",1,1,0,1
"rhlB","qseB",1,1,0,1
"rhlB","glcC",1,1,0,1
"rhlB","ssrS",1,1,1,1
"rhlB","yeiI",1,0,0,0
"rhlB","galS",1,1,0,1
"rhlB","isrC",1,1,0,1
"gpp","ilvY",1,1,1,1
"gpp","ompR",1,1,0,1
"gpp","cynR",1,1,0,1
"gpp","fis",1,0,0,0
"gpp","sfsB",1,1,0,1
"gpp","qseB",1,1,0,1
"gpp","glcC",1,1,0,1
"gpp","ssrS",1,1,0,1
"gpp","yeiI",1,0,0,0
"gpp","isrC",1,1,0,1
"gpp","malI",1,0,0,0
"rep","ilvY",1,1,1,1
"rep","rbsR",1,0,0,0
"rep","ompR",1,1,0,1
"rep","cynR",1,1,0,1
"rep","fis",1,1,0,1
"rep","sfsB",1,1,0,1
"rep","qseB",1,1,0,1
"rep","glcC",1,1,0,1
"rep","ssrS",1,1,1,1
"rep","galS",1,0,0,0
"rep","isrC",1,1,0,1
"rep","feaR",1,0,0,0
"yifN","ilvY",1,1,1,1
"yifN","rbsR",1,1,0,1
"yifN","gntR",1,1,0,1
"yifN","ompR",1,1,0,1
"yifN","fis",1,1,0,1
"yifN","sfsB",1,1,0,1
"yifN","qseB",1,1,0,1
"yifN","glcC",1,1,0,1
"yifN","ssrS",1,1,0,1
"yifN","fucR",1,1,0,1
"yifN","isrC",1,1,0,1
"ppiC","ilvY",1,1,1,1
"ppiC","rbsR",1,1,0,1
"ppiC","ompR",1,1,0,1
"ppiC","cynR",1,0,0,0
"ppiC","fis",1,1,0,1
"ppiC","sfsB",1,1,0,1
"ppiC","qseB",1,1,0,1
"ppiC","glcC",1,1,0,1
"ppiC","ssrS",1,1,0,1
"ppiC","ygeH",1,0,0,0
"ppiC","fucR",1,1,0,1
"ppiC","isrC",1,1,0,1
"hcp","prpR",1,1,0,1
"hcp","nagC",1,1,1,1
"hcp","ynfL",1,1,1,1
"hcp","yncC",1,1,0,1
"ilvC","ryfD",1,1,0,1
"ilvC","sfsA",1,1,0,1
"iraP","rbsR",1,0,0,0
"iraP","ompR",1,1,0,1
"iraP","cynR",1,1,0,1
"iraP","fis",1,0,0,0
"iraP","sfsB",1,1,0,1
"iraP","tdcR",1,1,0,1
"iraP","qseB",1,1,0,1
"iraP","glcC",1,1,0,1
"iraP","ssrS",1,1,0,1
"iraP","isrC",1,1,0,1
"iraP","malI",1,0,0,0
"iraP","feaR",1,1,0,1
"ilvA","rbsR",1,1,0,1
"ilvA","gntR",1,1,0,1
"ilvA","ompR",1,1,0,1
"ilvA","cynR",1,0,0,0
"ilvA","fis",1,1,0,1
"ilvA","sfsB",1,1,0,1
"ilvA","betI",1,0,0,0
"ilvA","qseB",1,0,0,0
"ilvA","glcC",1,1,0,1
"ilvA","ssrS",1,1,0,1
"ilvA","fucR",1,1,0,1
"ilvA","yfeR",1,0,0,0
"ilvA","isrC",1,1,0,1
"ilvD","rbsR",1,1,0,1
"ilvD","sfsB",1,1,1,1
"ilvD","fucR",1,1,0,1
"ilvD","isrC",1,1,0,1
"ilvD","cspF",1,1,1,1
"ilvE","rbsR",1,1,0,1
"ilvE","fis",1,0,0,0
"ilvE","sfsB",1,0,0,0
"ilvE","yeiI",1,0,0,0
"ilvM","yieP",1,1,0,1
"ilvM","rbsR",1,1,1,1
"ilvM","xylR",1,0,0,0
"ilvM","dctR",1,0,0,0
"ilvM","gntR",1,0,0,0
"ilvM","ompR",1,1,0,1
"ilvM","cynR",1,0,0,0
"ilvM","fis",1,1,0,1
"ilvM","sfsB",1,1,0,1
"ilvM","qseB",1,1,0,1
"ilvM","mqsR",1,1,0,1
"ilvM","ssrS",1,0,0,0
"ilvM","ygeH",1,0,0,0
"ilvM","yqeI",1,1,0,1
"ilvM","yqeH",1,0,0,0
"ilvM","fucR",1,1,0,1
"ilvM","dsdC",1,0,0,0
"ilvM","crl",1,1,0,1
"ilvM","yeiI",1,1,0,1
"ilvM","baeR",1,1,0,1
"ilvM","isrC",1,1,0,1
"ilvM","sdiA",1,0,0,0
"ilvM","rprA",1,1,0,1
"ilvM","feaR",1,1,0,1
"ilvG","yieP",1,1,0,1
"ilvG","rbsR",1,1,1,1
"ilvG","gntR",1,0,0,0
"ilvG","malT",1,1,0,1
"ilvG","ompR",1,1,0,1
"ilvG","fis",1,1,0,1
"ilvG","betI",1,0,0,0
"ilvG","yqeI",1,0,0,0
"ilvG","yqeH",1,1,0,1
"ilvG","fucR",1,1,0,1
"ilvG","isrC",1,0,0,0
"ilvG","sdiA",1,0,0,0
"ilvG","uvrY",1,0,0,0
"ilvG","ihfA",1,1,0,1
"ilvG","rprA",1,1,0,1
"ilvG","rydB",1,1,0,1
"ilvG","feaR",1,1,0,1
"ilvL","ompR",1,0,0,0
"ilvL","cynR",1,0,0,0
"ilvL","fis",1,0,0,0
"ilvL","sfsB",1,1,0,1
"ilvL","betI",1,0,0,0
"ilvL","glcC",1,1,0,1
"ilvL","ssrS",1,1,1,1
"ilvL","malI",1,0,0,0
"yifB","betI",1,1,0,1
"hcr","yijO",1,1,0,1
"hcr","yidZ",1,0,0,0
"hcr","yhjB",1,1,0,1
"hcr","ykgD",1,1,1,1
"hcr","matA",1,1,0,1
"hcr","micF",1,0,0,0
"hcr","yehT",1,1,0,1
"hcr","nagC",1,1,1,1
"hcr","aidB",1,1,0,1
"yifE","xylR",1,0,0,0
"yifE","betI",1,0,0,0
"yifE","mqsR",1,0,0,0
"trpT","gadE",1,1,0,1
"trpT","argR",1,0,0,0
"trpT","nanR",1,1,0,1
"trpT","hipA",1,1,0,1
"ddlA","yieP",1,1,0,1
"ddlA","rbsR",1,1,0,1
"ddlA","xylR",1,1,0,1
"ddlA","cynR",1,1,0,1
"ddlA","fis",1,1,1,1
"ddlA","crl",1,0,0,0
"ddlA","yeiI",1,1,0,1
"ddlA","baeR",1,0,0,0
"ddlA","isrC",1,1,0,1
"ddlA","chbR",1,1,0,1
"rrsC","yieP",1,1,0,1
"rrsC","rbsR",1,1,0,1
"rrsC","xylR",1,1,0,1
"rrsC","cynR",1,1,0,1
"rrsC","fis",1,0,0,0
"rrsC","qseB",1,1,0,1
"rrsC","yeiI",1,1,0,1
"rrsC","isrC",1,1,0,1
"hsrA","rbsR",1,1,1,1
"hsrA","dctR",1,1,0,1
"hsrA","arsR",1,1,0,1
"hsrA","nikR",1,1,0,1
"hsrA","gntR",1,0,0,0
"hsrA","ompR",1,1,0,1
"hsrA","cynR",1,1,0,1
"hsrA","sfsB",1,1,0,1
"hsrA","qseB",1,1,0,1
"hsrA","ssrS",1,0,0,0
"hsrA","ygeH",1,1,0,1
"hsrA","yfeR",1,0,0,0
"hsrA","yeiI",1,1,0,1
"hsrA","isrC",1,1,0,1
"hsrA","cspF",1,0,0,0
"hsrA","feaR",1,0,0,0
"rbsK","gntR",1,1,0,1
"rbsK","mqsR",1,1,0,1
"rbsK","fucR",1,1,0,1
"rbsK","ascG",1,1,0,1
"rbsK","yeaM",1,0,0,0
"rbsK","ydfH",1,0,0,0
"rbsB","xylR",1,0,0,0
"rbsB","fis",1,1,0,1
"rbsB","mqsR",1,1,0,1
"rbsB","alpA",1,1,0,1
"rbsB","yeiI",1,1,0,1
"rbsB","sdiA",1,0,0,0
"yaiZ","fis",1,1,0,1
"yaiZ","yeiI",1,1,0,1
"rbsC","prpR",1,1,0,1
"rbsC","yeiI",1,1,0,1
"rbsC","flhC",1,1,0,1
"rbsA","ygfI",1,1,0,1
"rbsA","fucR",1,0,0,0
"viaA","isrC",1,1,0,1
"asnA","yidZ",1,0,0,0
"asnA","perR",1,0,0,0
"asnA","xapR",1,0,0,0
"asnA","yoeB",1,1,0,1
"asnA","lsrR",1,0,0,0
"hyaF","nhaR",1,1,0,1
"hyaF","flhD",1,0,0,0
"hyaF","uidR",1,0,0,0
"hyaF","sfsA",1,1,0,1
"hyaF","feaR",1,1,0,1
"hyaF","ybcM",1,1,0,1
"hyaF","ycaN",1,1,0,1
"ltaE","matA",1,1,0,1
"ltaE","yehT",1,1,1,1
"mnmG","yidZ",1,1,0,1
"mnmG","perR",1,0,0,0
"mnmG","yefM",1,0,0,0
"mnmG","yoeB",1,1,0,1
"yaiY","yidZ",1,1,0,1
"yaiY","glpR",1,1,0,1
"yaiY","csiR",1,1,0,1
"yaiY","perR",1,1,0,1
"yaiY","yddM",1,0,0,0
"caiB","yidZ",1,1,0,1
"caiB","glpR",1,0,0,0
"caiB","csiR",1,1,0,1
"caiB","perR",1,1,0,1
"caiB","eutR",1,0,0,0
"caiB","lsrR",1,1,0,1
"caiB","yddM",1,1,0,1
"gidB","gadE",1,0,0,0
"gidB","nanR",1,1,0,1
"gidB","yegW",1,1,0,1
"gidB","nac",1,1,0,1
"gidB","dicA",1,0,0,0
"gidB","hipA",1,1,0,1
"atpI","gadE",1,0,0,0
"atpI","nanR",1,0,0,0
"atpI","dsdC",1,0,0,0
"atpI","yegW",1,0,0,0
"atpI","nac",1,0,0,0
"atpI","purR",1,1,0,1
"atpI","hipA",1,1,0,1
"atpI","ydcN",1,0,0,0
"atpB","slmA",1,1,1,1
"atpB","purR",1,1,0,1
"atpE","dnaA",1,1,0,1
"atpE","gadE",1,1,0,1
"atpE","yegW",1,1,0,1
"atpE","ogrK",1,0,0,0
"atpE","nac",1,1,0,1
"atpE","purR",1,1,0,1
"atpE","dicA",1,0,0,0
"atpE","hipA",1,1,0,1
"atpF","nanR",1,1,0,1
"atpD","rnpB",1,1,0,1
"atpD","matA",1,1,1,1
"atpD","omrB",1,0,0,0
"atpD","omrA",1,1,0,1
"atpD","micF",1,1,0,1
"atpD","yoeB",1,0,0,0
"atpC","yiaG",1,1,0,1
"atpC","frlR",1,1,0,1
"atpC","nanR",1,1,1,1
"yaiW","dnaA",1,0,0,0
"yaiW","yegW",1,1,0,1
"yaiW","dicA",1,1,0,1
"yaiW","hipA",1,1,0,1
"glmU","dnaA",1,0,0,0
"glmU","gadE",1,1,0,1
"glmU","hipA",1,1,0,1
"glmS","yiaG",1,1,0,1
"glmS","glpR",1,1,0,1
"glmS","rtcR",1,0,0,0
"glmS","frlR",1,1,1,1
"glmS","crp",1,1,1,1
"glmS","zntR",1,0,0,0
"glmS","argR",1,1,0,1
"glmS","nanR",1,1,0,1
"glmS","csiR",1,1,0,1
"glmS","perR",1,0,0,0
"glmS","iscR",1,1,0,1
"glmS","yeeY",1,0,0,0
"glmS","dicF",1,0,0,0
"glmS","dicA",1,1,0,1
"glmS","relB",1,1,0,1
"glmS","sokB",1,1,0,1
"pstS","dnaA",1,0,0,0
"pstS","gadE",1,1,0,1
"pstS","hipA",1,0,0,0
"pstC","yiaG",1,1,1,1
"pstC","gadE",1,0,0,0
"pstC","yfaX",1,1,0,1
"pstC","dicA",1,0,0,0
"pstA","ydfH",1,0,0,0
"pstB","yiaG",1,1,1,1
"pstB","frlR",1,0,0,0
"pstB","nanR",1,0,0,0
"ybjT","ydcN",1,1,0,1
"phoU","yiaG",1,1,1,1
"phoU","dicF",1,0,0,0
"phoU","dicA",1,0,0,0
"bglG","yiaG",1,1,0,1
"bglF","yiaG",1,1,1,1
"bglF","frlR",1,1,0,1
"bglF","crp",1,1,1,1
"bglF","argR",1,0,0,0
"bglF","nanR",1,1,1,1
"bglF","iscR",1,1,0,1
"bglF","dicA",1,1,0,1
"bglF","sokB",1,0,0,0
"bglB","yiaG",1,1,1,1
"bglB","frlR",1,1,0,1
"bglB","crp",1,1,1,1
"bglB","argR",1,1,0,1
"bglB","nanR",1,1,0,1
"bglB","sokB",1,0,0,0
"sbmA","yiaG",1,1,1,1
"sbmA","frlR",1,0,0,0
"sbmA","crp",1,1,0,1
"sbmA","nanR",1,1,0,1
"yieL","sfsB",1,1,0,1
"yieL","csiR",1,1,0,1
"yieL","iscR",1,1,0,1
"yieL","eutR",1,0,0,0
"yieL","ydfH",1,0,0,0
"yieK","stpA",1,1,0,1
"yieK","isrC",1,1,0,1
"ybjS","ybhD",1,0,0,0
"ybjS","ogrK",1,1,1,1
"ybjS","nac",1,1,1,1
"ybjS","hipA",1,0,0,0
"yieG","crp",1,1,0,1
"yieF","crp",1,1,0,1
"yieE","csiR",1,1,0,1
"yieE","perR",1,1,0,1
"yieE","iscR",1,1,0,1
"ampH","gadE",1,1,0,1
"ampH","glpR",1,1,0,1
"ampH","rtcR",1,1,1,1
"ampH","nanR",1,1,0,1
"ampH","ygeV",1,0,0,0
"ampH","hycA",1,0,0,0
"ampH","sokB",1,0,0,0
"mdtL","ompR",1,1,0,1
"mdtL","cynR",1,1,0,1
"mdtL","qseB",1,1,0,1
"mdtL","glcC",1,0,0,0
"mdtL","ssrS",1,1,0,1
"tnaB","gadE",1,1,0,1
"tnaB","glpR",1,1,0,1
"tnaB","rtcR",1,1,1,1
"tnaB","frlR",1,1,0,1
"tnaB","argR",1,1,0,1
"tnaB","nanR",1,1,1,1
"tnaB","hycA",1,1,0,1
"tnaB","csiR",1,0,0,0
"tnaB","yeiE",1,1,0,1
"tnaB","sokB",1,1,0,1
"tnaA","nanR",1,1,0,1
"tnaC","ydcN",1,1,0,1
"ybjR","cpxR",1,0,0,0
"mnmE","dctR",1,1,1,1
"mnmE","arsR",1,1,0,1
"mnmE","fis",1,1,0,1
"mnmE","sfsB",1,1,0,1
"mnmE","mqsR",1,1,0,1
"mnmE","ssrS",1,1,0,1
"mnmE","omrB",1,0,0,0
"mnmE","omrA",1,1,0,1
"mnmE","fucR",1,1,0,1
"mnmE","ascG",1,1,0,1
"mnmE","csiR",1,1,0,1
"mnmE","alpA",1,1,0,1
"mnmE","ssrA",1,1,0,1
"mnmE","yfeR",1,1,0,1
"mnmE","yeiI",1,0,0,0
"mnmE","baeR",1,1,0,1
"mnmE","sdiA",1,1,0,1
"mnmE","cspF",1,1,0,1
"yidC","dctR",1,1,0,1
"yidC","arsR",1,1,0,1
"yidC","nikR",1,1,0,1
"yidC","sfsB",1,1,0,1
"yidC","omrB",1,1,0,1
"yidC","omrA",1,1,0,1
"yidC","alpA",1,1,0,1
"yidC","ssrA",1,1,0,1
"yidC","yfeR",1,1,0,1
"yidC","yeiI",1,0,0,0
"yidC","sdiA",1,1,0,1
"yidC","cspF",1,1,0,1
"rnpA","dnaA",1,1,0,1
"rnpA","gadE",1,1,0,1
"rnpA","dsdC",1,0,0,0
"rnpA","hipA",1,1,0,1
"rpmH","dnaA",1,1,0,1
"rpmH","prpR",1,1,0,1
"rpmH","ogrK",1,1,0,1
"rpmH","dicC",1,1,0,1
"yaiV","ompR",1,1,0,1
"yaiV","cynR",1,1,0,1
"yaiV","mqsR",1,0,0,0
"yaiV","ssrS",1,1,0,1
"dnaN","dsrA",1,0,0,0
"dnaN","sfsA",1,0,0,0
"dnaN","paaX",1,1,0,1
"recF","cynR",1,1,0,1
"recF","yeiI",1,1,0,1
"recF","dicC",1,1,0,1
"gyrB","yhjB",1,1,0,1
"gyrB","ykgD",1,1,0,1
"gyrB","matA",1,1,0,1
"gyrB","argP",1,0,0,0
"gyrB","perR",1,0,0,0
"gyrB","eutR",1,0,0,0
"gyrB","rseX",1,0,0,0
"gyrB","dicF",1,1,0,1
"gyrB","lsrR",1,0,0,0
"gyrB","ydcR",1,1,0,1
"ybjQ","dgoR",1,1,0,1
"ybjQ","rybB",1,1,0,1
"ybjQ","ada",1,1,0,1
"ybjQ","yefM",1,1,0,1
"ybjQ","hipB",1,1,0,1
"yidB","gntR",1,1,1,1
"yidB","ompR",1,0,0,0
"yidB","fis",1,0,0,0
"yidB","yahB",1,1,0,1
"yidB","isrC",1,1,0,1
"yidB","rydB",1,1,0,1
"yidX","arsR",1,0,0,0
"yidX","omrB",1,0,0,0
"yidX","yeiI",1,1,0,1
"dgoK","yhjB",1,1,0,1
"dgoK","ykgD",1,1,0,1
"dgoK","matA",1,1,0,1
"dgoK","argP",1,1,0,1
"dgoK","ssrS",1,1,0,1
"dgoK","csiR",1,1,0,1
"dgoK","perR",1,0,0,0
"dgoK","eutR",1,1,0,1
"dgoK","micF",1,1,0,1
"dgoK","ada",1,1,0,1
"dgoK","yefM",1,0,0,0
"dgoK","yoeB",1,0,0,0
"dgoK","lsrR",1,0,0,0
"dgoK","yddM",1,1,0,1
"dgoK","ydcR",1,1,0,1
"dgoD","ryhB",1,1,0,1
"dgoT","cynR",1,1,0,1
"dgoT","sfsB",1,1,0,1
"dgoT","ssrS",1,1,0,1
"dgoT","yeiI",1,1,0,1
"cbrA","xylR",1,1,0,1
"yidQ","yidP",1,1,0,1
"ybjP","oxyS",1,1,0,1
"ybjP","phoB",1,1,0,1
"ybjP","mak",1,0,0,0
"ybjP","fis",1,1,0,1
"ybjP","rprA",1,1,0,1
"ybjP","rydB",1,1,0,1
"ybjP","cueR",1,1,0,1
"ybjP","yjgJ",1,1,0,1
"ibpA","yidP",1,1,0,1
"ibpB","yidP",1,1,1,1
"yidE","yidP",1,1,1,1
"glvC","cynR",1,1,0,1
"glvC","prpR",1,0,0,0
"glvC","dsdC",1,0,0,0
"glvC","yeiI",1,0,0,0
"glvC","flhD",1,0,0,0
"glvC","dicC",1,0,0,0
"yidJ","yeaM",1,0,0,0
"yidI","malT",1,1,0,1
"yidI","envR",1,0,0,0
"yidI","fis",1,1,0,1
"artP","ogrK",1,0,0,0
"artP","rydB",1,0,0,0
"artP","cueR",1,1,0,1
"yidH","yahB",1,1,0,1
"yidG","yahB",1,0,0,0
"yidG","isrC",1,1,0,1
"yidG","flhC",1,0,0,0
"emrD","gadY",1,1,1,1
"emrD","gadW",1,1,1,1
"emrD","yahA",1,0,0,0
"tisB","gadY",1,1,1,1
"tisB","gadW",1,1,0,1
"tisA","yhjB",1,0,0,0
"tisA","ykgD",1,0,0,0
"tisA","ygaV",1,1,0,1
"tisA","csiR",1,0,0,0
"tisA","perR",1,1,0,1
"tisA","eutR",1,1,0,1
"tisA","xapR",1,1,0,1
"tisA","rseX",1,0,0,0
"tisA","dicF",1,1,0,1
"tisA","lsrR",1,1,0,1
"yaiT","ygeH",1,0,0,0
"yaiT","crl",1,0,0,0
"yaiT","feaR",1,0,0,0
"ivbL","xylR",1,1,0,1
"ivbL","yeiI",1,1,0,1
"ilvB","xylR",1,1,0,1
"artI","phoB",1,0,0,0
"artI","fruR",1,0,0,0
"artI","ryfD",1,1,0,1
"artI","sgrS",1,1,0,1
"artI","fur",1,1,0,1
"artI","rprA",1,1,0,1
"artI","rydB",1,1,1,1
"artI","paaX",1,0,0,0
"artI","feaR",1,1,0,1
"artI","cueR",1,1,0,1
"ilvN","yafN",1,1,0,1
"uhpB","micC",1,1,0,1
"uhpC","yhjB",1,0,0,0
"uhpT","gadE",1,1,0,1
"uhpT","nanR",1,1,0,1
"uhpT","agaR",1,1,0,1
"uhpT","ydcN",1,1,0,1
"ade","xapR",1,0,0,0
"ade","dicF",1,1,0,1
"hemB","ykgD",1,0,0,0
"hemB","ada",1,1,0,1
"yicN","yhjB",1,0,0,0
"yicN","yafN",1,1,0,1
"artQ","oxyS",1,1,0,1
"artQ","phoB",1,1,0,1
"artQ","ypdC",1,1,0,1
"artQ","yehT",1,1,0,1
"artQ","ogrK",1,1,0,1
"artQ","sgrS",1,1,0,1
"artQ","rprA",1,1,0,1
"artQ","rydB",1,1,0,1
"artQ","rstA",1,0,0,0
"artQ","yjdC",1,1,0,1
"yicS","ada",1,0,0,0
"yicL","ada",1,1,0,1
"yicL","dicF",1,1,0,1
"setC","ykgD",1,0,0,0
"selC","yhjB",1,0,0,0
"selC","ykgD",1,0,0,0
"selC","ydcR",1,0,0,0
"yicI","yhjB",1,0,0,0
"yicI","ykgD",1,0,0,0
"hyaE","nhaR",1,1,0,1
"hyaE","uidR",1,0,0,0
"hyaE","sfsA",1,1,0,1
"hyaE","feaR",1,0,0,0
"hyaE","ycaN",1,1,0,1
"artM","gcvB",1,1,0,1
"artM","csiR",1,1,0,1
"artM","perR",1,1,0,1
"artM","eutR",1,1,0,1
"artM","dgsA",1,0,0,0
"artM","allR",1,1,1,1
"artM","ulaR",1,0,0,0
"yicE","yhjB",1,0,0,0
"yicE","ykgD",1,0,0,0
"yicE","dicF",1,0,0,0
"gltS","frlR",1,0,0,0
"gltS","crp",1,1,1,1
"gltS","argR",1,1,0,1
"gltS","sokB",1,0,0,0
"recG","glcC",1,1,0,1
"recG","fhlA",1,0,0,0
