"GeneSymbol"
"ybiT"
"ybiS"
"ybiR"
"mntR"
"rybA"
"yliL"
"ybiP"
"ompX"
"rhtA"
"dps"
"ftsL"
"glnH"
"glnP"
"glnQ"
"ybiO"
"ybiN"
"ybiM"
"fiu"
"ybiX"
"ybiI"
"ybiJ"
"mraW"
"ybiC"
"ybiB"
"dinG"
"ybiA"
"rhlE"
"ybiH"
"ybhG"
"ybhF"
"ybhS"
"ybhR"
"mraZ"
"talB"
"ybhQ"
"ybhP"
"ybhO"
"ybhN"
"ybhM"
"ybhL"
"moaE"
"moaD"
"moaC"
"moaB"
"fruR"
"moaA"
"ybhK"
"uvrB"
"ybhU"
"bioD"
"bioC"
"bioF"
"bioB"
"bioA"
"ybhB"
"ilvH"
"ybhC"
"ybhJ"
"ybhI"
"ybhH"
"ybhD"
"pgl"
"ybhA"
"modC"
"modB"
"modA"
"ilvI"
"ybhT"
"modE"
"modF"
"galE"
"galT"
"galK"
"galM"
"gpmA"
"aroG"
"ybgS"
"leuO"
"zitB"
"pnuC"
"nadA"
"leuL"
"ybgF"
"pal"
"tolB"
"tolA"
"tolR"
"tolQ"
"ybgC"
"ybgE"
"ybgT"
"cydB"
"leuA"
"cydA"
"mngB"
"mngA"
"mngR"
"sucD"
"sucC"
"sucB"
"sucA"
"sdhB"
"sdhA"
"leuB"
"sdhD"
"sdhC"
"gltA"
"ybgD"
"ybgQ"
"ybgP"
"ybgO"
"abrB"
"nei"
"ybgL"
"leuC"
"ybgK"
"ybgJ"
"ybgI"
"ybgH"
"phr"
"ybgA"
"ybfL"
"ybfQ"
"ybfC"
"leuD"
"ybfO"
"ybfB"
"rhsC"
"ybfA"
"kdpF"
"kdpA"
"kdpB"
"kdpC"
"kdpD"
"kdpE"
"setA"
"yaaJ"
"ybfK"
"speF"
"potE"
"ybfI"
"ybfG"
"ybfP"
"pgm"
"seqA"
"ybfF"
"ybfE"
"sgrS"
"fldA"
"uof"
"fur"
"ybfN"
"ybfM"
"glnS"
"nagE"
"nagB"
"nagA"
"nagC"
"sgrR"
"nagD"
"asnB"
"leuW"
"ubiF"
"tbpA"
"miaB"
"ybeZ"
"ybeY"
"ybeX"
"lnt"
"gltI"
"gltJ"
"gltK"
"gltL"
"thiP"
"rihA"
"hscC"
"djlC"
"ybeU"
"ybeT"
"djlB"
"ybeR"
"ybeQ"
"ybeL"
"leuS"
"thiQ"
"rlpB"
"holA"
"nadD"
"cobC"
"ybeB"
"ybeA"
"mrdA"
"mrdB"
"rlpA"
"dacA"
"yabI"
"ybeD"
"lipB"
"ybeF"
"lipA"
"tatE"
"ybeM"
"crcB"
"cspE"
"pagP"
"dcuC"
"araC"
"dpiA"
"dpiB"
"citC"
"citD"
"citE"
"citF"
"citX"
"citG"
"citT"
"rna"
"araB"
"rnk"
"ybdR"
"uspG"
"ahpF"
"ahpC"
"dsbG"
"ybdO"
"ybdN"
"ybdM"
"ybdL"
"araA"
"ybdH"
"ybdD"
"cstA"
"ybdB"
"entA"
"entB"
"entE"
"entC"
"fepB"
"entS"
"araD"
"yaaA"
"fepD"
"fepG"
"fepC"
"fepE"
"entF"
"ybdZ"
"fes"
"fepA"
"entD"
"polB"
"hokE"
"ybdK"
"ybdJ"
"ybdF"
"nfsB"
"ybdG"
"pheP"
"cusA"
"cusB"
"cusF"
"hepA"
"cusC"
"cusR"
"cusS"
"nfrB"
"nfrA"
"ybcH"
"envY"
"pauD"
"ompT"
"appY"
"rluA"
"tfaX"
"ybcY"
"tfaD"
"ylcF"
"ylcI"
"ybcW"
"ybcV"
"borD"
"yabP"
"rzpD"
"ybcS"
"essD"
"nmpC"
"ybcQ"
"ylcG"
"rusA"
"ybcO"
"ninE"
"djlA"
"ybcN"
"ylcH"
"ybcM"
"ybcL"
"ybcK"
"emrE"
"renD"
"ybcD"
"imp"
"ybcC"
"intD"
"argU"
"fimZ"
"sfmF"
"sfmH"
"sfmD"
"sfmC"
"sfmA"
"surA"
"folD"
"ybcJ"
"ybcI"
"cysS"
"ppiB"
"lpxH"
"purE"
"purK"
"ybcF"
"ylbF"
"pdxA"
"ylbE"
"fdrA"
"allD"
"allC"
"ylbA"
"glxK"
"ybbY"
"allB"
"ybbW"
"glxR"
"ksgA"
"hyi"
"gcl"
"allR"
"allA"
"allS"
"ybbB"
"ylbG"
"ylbI"
"ybbD"
"ylbH"
"apaG"
"yaaX"
"ybbC"
"rhsD"
"ybbP"
"ybbA"
"tesA"
"ybbO"
"ybbN"
"ybbM"
"ybbL"
"qmcA"
"apaH"
"ybbJ"
"cueR"
"ybaT"
"ybaS"
"copA"
"ybaQ"
"ybaP"
"sroB"
"ybaK"
"ushA"
"folA"
"fsr"
"ybaL"
"gsk"
"aes"
"hemH"
"adk"
"htpG"
"recR"
"ybaB"
"dnaX"
"kefC"
"apt"
"ybaN"
"priC"
"ybaM"
"kefA"
"acrR"
"acrA"
"acrB"
"ybaJ"
"hha"
"kefF"
"maa"
"ylaC"
"ylaB"
"ybaA"
"ffs"
"ybaZ"
"ybaY"
"tesB"
"amtB"
"glnK"
"yaaU"
"mdlB"
"mdlA"
"ybaO"
"yjtD"
"yjjY"
"arcA"
"creD"
"creC"
"creB"
"creA"
"cof"
"rob"
"ytjC"
"yjjX"
"trpR"
"slt"
"yjjK"
"nadR"
"radA"
"serB"
"ytjB"
"ybaE"
"lplA"
"yjjJ"
"deoD"
"deoB"
"deoA"
"deoC"
"yjjI"
"yjjW"
"yjjV"
"yjjU"
"queC"
"ytjA"
"osmY"
"prfC"
"yjjG"
"rimI"
"holD"
"rsmC"
"leuP"
"ybaW"
"yjjZ"
"fhuF"
"bglJ"
"yjjQ"
"yjjP"
"yjjB"
"dnaT"
"dnaC"
"yjjA"
"mdoB"
"ybaV"
"yjjN"
"yjjM"
"yjjL"
"tsr"
"yjiY"
"yjiX"
"yjiA"
"mrr"
"hsdR"
"hsdM"
"ppiD"
"hsdS"
"ryjC"
"yjiW"
"mcrB"
"mcrC"
"yjiV"
"yjiT"
"yjiS"
"yjiR"
"yjiP"
"hupB"
"fixX"
"mdtM"
"yjiN"
"yjiM"
"yjiL"
"yjiK"
"yjiJ"
"kptA"
"yjiH"
"yjiG"
"iadA"
"lon"
"yjiE"
"yjiD"
"yjiC"
"uxuR"
"uxuB"
"uxuA"
"gntP"
"fimH"
"fimG"
"fimF"
"clpX"
"fimD"
"fimC"
"fimI"
"fimA"
"fimE"
"fimB"
"nanC"
"yjhT"
"yjhS"
"yjhR"
"clpP"
"yjhX"
"yjhQ"
"yjhP"
"yjhY"
"sgcX"
"sgcB"
"sgcC"
"sgcQ"
"ryjB"
"tig"
"sgcA"
"sgcE"
"sgcR"
"yjhI"
"yjhH"
"yjhG"
"yjhF"
"yjhU"
"insB"
"insA"
"bolA"
"fecI"
"fecR"
"fecA"
"fecB"
"fecC"
"fecD"
"fecE"
"yjhV"
"insM"
"yajG"
"insO"
"yjhE"
"yjhD"
"ythA"
"yjhC"
"yjhB"
"insG"
"yjgZ"
"yjgX"
"ampG"
"intB"
"leuX"
"yjgB"
"idnK"
"idnD"
"idnO"
"idnT"
"idnR"
"yjgR"
"cyoA"
"yjgQ"
"yjgP"
"pepA"
"holC"
"valS"
"yjgN"
"yjgM"
"rraB"
"argI"
"yjgL"
"cyoB"
"yjgK"
"yjgJ"
"yjgI"
"yjgH"
"pyrL"
"pyrB"
"pyrI"
"yjgF"
"mgtA"
"treR"
"cyoC"
"fixC"
"treB"
"treC"
"nrdD"
"nrdG"
"cybC"
"pmbA"
"yjgA"
"mpl"
"fbp"
"yjfF"
"cyoD"
"ytfT"
"ytfR"
"ytfQ"
"ppa"
"chpB"
"chpS"
"ytfP"
"ytfN"
"ytfM"
"msrA"
"cyoE"
"ytfL"
"ytfK"
"ytfJ"
"ytfI"
"cysQ"
"cpdB"
"ytfH"
"ytfG"
"ytfF"
"ytfE"
"yajR"
"cycA"
"fklB"
"ytfB"
"ytfA"
"yjfZ"
"rplI"
"rpsR"
"priB"
"rpsF"
"yjfY"
"yajQ"
"ulaF"
"ulaE"
"ulaD"
"ulaC"
"ulaB"
"ulaA"
"ulaG"
"ulaR"
"yjfP"
"yjfO"
"panE"
"yjfN"
"aidB"
"yjfC"
"yjfM"
"yjfL"
"yjfK"
"yjfJ"
"yjfI"
"rlmB"
"rnr"
"yajL"
"nsrR"
"purA"
"yjeT"
"hflC"
"hflK"
"hflX"
"hfq"
"miaA"
"mutL"
"amiB"
"thiI"
"yjeE"
"yjeF"
"yjeS"
"orn"
"rsgA"
"psd"
"yjeP"
"xseB"
"yjeO"
"yjeN"
"yjeM"
"poxA"
"frdA"
"frdB"
"frdC"
"frdD"
"ampC"
"blc"
"ispA"
"sugE"
"ecnB"
"ecnA"
"efp"
"yjeK"
"yjeJ"
"yjeI"
"groL"
"groS"
"yjeH"
"dxs"
"fixB"
"fxsA"
"aspA"
"dcuA"
"cutA"
"dipZ"
"yjdC"
"yjdQ"
"cadC"
"cadB"
"yajO"
"cadA"
"yjdL"
"lysU"
"yjdO"
"yjdK"
"yjdJ"
"yjdI"
"dcuS"
"dcuR"
"dcuB"
"pgpA"
"fumB"
"yjdF"
"melB"
"melA"
"melR"
"adiA"
"adiY"
"adiC"
"eptA"
"basR"
"thiL"
"basS"
"proP"
"yjcZ"
"yjdA"
"yjdM"
"yjdN"
"phnC"
"phnD"
"phnE"
"phnF"
"nusB"
"phnG"
"phnH"
"phnI"
"phnJ"
"phnK"
"phnL"
"phnM"
"phnN"
"phnO"
"phnP"
"ribE"
"rpiB"
"rpiR"
"alsB"
"alsA"
"alsC"
"alsE"
"alsK"
"yjcS"
"ytcA"
"ribD"
"mdtN"
"mdtO"
"mdtP"
"fdhF"
"yjcO"
"gltP"
"nrfG"
"nrfF"
"nrfE"
"nrfD"
"nrdR"
"nrfC"
"nrfB"
"nrfA"
"acs"
"yjcH"
"actP"
"yjcF"
"yjcE"
"yjcD"
"ryjA"
"yajI"
"soxR"
"soxS"
"yjcC"
"yjcB"
"ssb"
"uvrA"
"yjbR"
"yjbQ"
"aphA"
"yjbS"
"tsx"
"tyrB"
"alr"
"dnaB"
"qor"
"pspG"
"dusA"
"yjbM"
"yjbL"
"zur"
"yjbJ"
"yajD"
"fixA"
"dinF"
"lexA"
"dgkA"
"plsB"
"ubiA"
"ubiC"
"yjbI"
"malM"
"lamB"
"malK"
"secF"
"malE"
"malF"
"malG"
"xylE"
"psiE"
"yjbT"
"yjbH"
"yjbG"
"yjbF"
"yjbE"
"secD"
"pgi"
"lysC"
"pagB"
"rluF"
"pepE"
"yjbB"
"metH"
"iclR"
"arpA"
"aceK"
"yajC"
"aceA"
"aceB"
"metA"
"yjaB"
"yjaA"
"purH"
"tgt"
"purD"
"zraR"
"zraS"
"zraP"
"yjaH"
"hupA"
"yjaG"
"nfi"
"hemE"
"nudC"
"queA"
"rsd"
"thiC"
"thiE"
"thiF"
"thiS"
"thiG"
"thiH"
"yjaZ"
"rpoC"
"rpoB"
"acpH"
"rplL"
"rplJ"
"rplA"
"rplK"
"nusG"
"secE"
"thrT"
"glyT"
"tyrU"
"malZ"
"thrU"
"coaA"
"birA"
"murB"
"murI"
"btuB"
"proY"
"trmA"
"yijD"
"fabR"
"sthA"
"oxyR"
"oxyS"
"argH"
"argB"
"argC"
"argE"
"brnQ"
"ppc"
"yijP"
"yijO"
"frwD"
"pflC"
"pflD"
"frwB"
"frwC"
"ptsA"
"fsaB"
"phoR"
"caiT"
"thrC"
"gldA"
"yijF"
"yijE"
"katG"
"metF"
"metL"
"metB"
"metJ"
"yiiX"
"rpmE"
"phoB"
"priA"
"cytR"
"ftsN"
"hslV"
"hslU"
"menA"
"rraA"
"yiiU"
"glpF"
"glpK"
"sbcD"
"glpX"
"fpr"
"uspD"
"yiiS"
"yiiR"
"yiiQ"
"tpiA"
"cdh"
"sbp"
"pfkA"
"sbcC"
"fieF"
"cpxP"
"cpxR"
"cpxA"
"yiiM"
"kdgT"
"sodA"
"rhaT"
"rhaR"
"rhaS"
"araJ"
"rhaB"
"rhaA"
"rhaD"
"rhaM"
"frvA"
"frvB"
"frvX"
"frvR"
"yiiG"
"fdhD"
"mak"
"fdoG"
"fdoH"
"fdoI"
"fdhE"
"yiiF"
"yiiE"
"yiiD"
"dtd"
"yihY"
"yihX"
"rdgC"
"yihW"
"yihV"
"yihU"
"yihT"
"yihS"
"yihR"
"yihQ"
"yihP"
"yihO"
"ompL"
"ykiA"
"yihN"
"yihM"
"yihL"
"typA"
"glnA"
"glnL"
"glnG"
"hemN"
"yihI"
"csrC"
"yaiE"
"yihA"
"spf"
"polA"
"yihG"
"yihF"
"dsbA"
"rdoA"
"yihD"
"mobA"
"mobB"
"aroM"
"rrfA"
"rrlA"
"hemG"
"trkH"
"yigZ"
"pepQ"
"fadB"
"yaiA"
"caiA"
"fadA"
"fre"
"ubiD"
"rfaH"
"tatD"
"tatC"
"tatB"
"tatA"
"ubiB"
"yigP"
"aroL"
"ubiE"
"rmuC"
"udp"
"ysgA"
"metE"
"metR"
"yigM"
"yigL"
"pldB"
"rhtB"
"yaiI"
"rhtC"
"recQ"
"pldA"
"yigI"
"rarD"
"yigG"
"yigF"
"corA"
"yigE"
"uvrD"
"proC"
"yigB"
"xerC"
"yigA"
"dapF"
"yifL"
"cyaY"
"cyaA"
"hemC"
"hemD"
"hemX"
"adrA"
"hemY"
"ryiA"
"aslA"
"aslB"
"proM"
"hisR"
"argX"
"yifK"
"rffM"
"psiF"
"wzyE"
"wzxE"
"rffA"
"rffC"
"rffH"
"rffG"
"rffD"
"rffE"
"wzzE"
"phoA"
"rfe"
"rho"
"trxA"
"rhlB"
"gpp"
"rep"
"yifN"
"ppiC"
"ilvC"
"ilvY"
"iraP"
"ilvA"
"ilvD"
"ilvE"
"ilvM"
"ilvG"
"ilvL"
"yifB"
"yifE"
"hdfR"
"trpT"
"ddlA"
"rrsC"
"yieP"
"hsrA"
"rbsR"
"rbsK"
"rbsB"
"yaiZ"
"rbsC"
"rbsA"
"rbsD"
"kup"
"ravA"
"viaA"
"asnA"
"asnC"
"mioC"
"mnmG"
"yaiY"
"caiB"
"gidB"
"atpI"
"atpB"
"atpE"
"atpF"
"atpH"
"atpA"
"atpG"
"atpD"
"atpC"
"yaiW"
"glmU"
"glmS"
"pstS"
"pstC"
"pstA"
"pstB"
"phoU"
"bglG"
"bglF"
"bglB"
"sbmA"
"bglH"
"yieL"
"yieK"
"cbrC"
"cbrB"
"yieH"
"yieG"
"yieF"
"yieE"
"yidZ"
"ampH"
"mdtL"
"tnaB"
"tnaA"
"tnaC"
"mnmE"
"yidC"
"yidD"
"rnpA"
"rpmH"
"dnaA"
"yaiV"
"dnaN"
"recF"
"gyrB"
"yidB"
"yidA"
"yidX"
"dgoR"
"dgoK"
"dgoD"
"dgoT"
"cbrA"
"yidR"
"yidQ"
"ibpA"
"ibpB"
"yidE"
"yidP"
"glvC"
"glvG"
"yidL"
"yidK"
"yidJ"
"yidI"
"yidH"
"yidG"
"yidF"
"emrD"
"tisB"
"tisA"
"yaiT"
"istR"
"ivbL"
"ilvB"
"ilvN"
"uhpA"
"uhpB"
"uhpC"
"uhpT"
"ade"
"yicO"
"hemB"
"yicN"
"nepI"
"yicS"
"nlpA"
"yicL"
"setC"
"yicT"
"selC"
"yicJ"
"yicI"
"tauD"
"yicH"
"yicE"
"gltS"
"recG"
"trmH"
"spoT"
"rpoZ"
"gmk"
"ligB"
"yicG"
"tauC"
"caiC"
"dinD"
"yicC"
"rph"
"pyrE"
"slmA"
"dut"
"dfp"
"yicR"
"rpmB"
"rpmG"
"tauB"
"mutM"
"coaD"
"waaA"
"rfaQ"
"rfaG"
"rfaP"
"rfaS"
"rfaB"
"rfaI"
"rfaJ"
"tauA"
"rfaY"
"rfaZ"
"waaU"
"rfaL"
"rfaC"
"rfaF"
"rfaD"
"htrL"
"kbl"
"tdh"
"yaiS"
"yibD"
"yibQ"
"envC"
"gpmM"
"yibN"
"grxC"
"secB"
"gpsA"
"cysE"
"yibK"
"yaiP"
"lldD"
"lldR"
"lldP"
"yibL"
"yibT"
"mtlR"
"mtlD"
"mtlA"
"yibI"
"yibH"
"yibU"
"yibV"
"yibG"
"yibJ"
"yibA"
"rhsA"
"yibF"
"selA"
"selB"
"yiaY"
"aldB"
"yiaW"
"yiaV"
"yiaU"
"yiaT"
"ysaD"
"ysaC"
"sgbE"
"yaiX"
"sgbU"
"sgbH"
"lyx"
"yiaO"
"yiaN"
"yiaM"
"yiaL"
"yiaK"
"yiaJ"
"ysaA"
"yaiO"
"avtA"
"malS"
"bax"
"xylR"
"xylH"
"xylG"
"xylF"
"xylA"
"xylB"
"yiaB"
"frmR"
"yiaA"
"wecH"
"ysaB"
"glyQ"
"glyS"
"sokA"
"insK"
"insJ"
"mokA"
"frmA"
"caiD"
"cspA"
"yiaG"
"yiaF"
"ghrB"
"yiaD"
"bisC"
"yiaC"
"tag"
"yhjY"
"yhjX"
"frmB"
"eptB"
"proK"
"dppA"
"dppB"
"dppC"
"dppD"
"dppF"
"yhjV"
"rdlD"
"ldrD"
"yaiL"
"bcsG"
"bcsF"
"bcsE"
"yhjR"
"yhjQ"
"bcsA"
"bcsB"
"bcsZ"
"bcsC"
"yhjK"
"mhpT"
"dctA"
"yhjJ"
"kdgK"
"yhjH"
"yhjG"
"yhjE"
"yhjD"
"yhjC"
"yhjB"
"treF"
"mhpE"
"yhjA"
"gadA"
"gadX"
"gadY"
"gadW"
"mdtF"
"mdtE"
"gadE"
"hdeD"
"hdeA"
"mhpF"
"hdeB"
"yhiD"
"dctR"
"slp"
"yhiS"
"arsC"
"arsB"
"arsR"
"dinQ"
"mhpD"
"gor"
"yhiR"
"prlC"
"yhiQ"
"yhiP"
"uspA"
"uspB"
"pitA"
"yhiN"
"yhiM"
"mhpC"
"yhiL"
"yhiJ"
"yhiI"
"rbbA"
"yhhJ"
"yrhC"
"yhhH"
"rhsB"
"nikR"
"mhpB"
"nikE"
"nikD"
"nikC"
"nikB"
"nikA"
"acpT"
"yhhT"
"yhhS"
"dcrB"
"yhhQ"
"mhpA"
"sirA"
"zntA"
"yhhN"
"yhhM"
"yhhL"
"rsmD"
"ftsY"
"ftsE"
"ftsX"
"rpoH"
"mhpR"
"caiE"
"livJ"
"yhhK"
"livK"
"livH"
"livM"
"livG"
"livF"
"ugpB"
"ugpA"
"ugpE"
"lacI"
"ugpC"
"ugpQ"
"yhhA"
"ggt"
"yrhB"
"yrhD"
"yrhA"
"yhhZ"
"lacZ"
"yhhY"
"ryhB"
"yhhX"
"yhhW"
"gntR"
"gntK"
"gntU"
"yhgN"
"asd"
"glgB"
"lacY"
"glgX"
"glgC"
"glgA"
"glgP"
"yzgL"
"glpD"
"glpE"
"glpG"
"glpR"
"rtcR"
"lacA"
"rtcB"
"rtcA"
"malT"
"malP"
"malQ"
"gntT"
"gntY"
"gntX"
"bioH"
"yhgA"
"cynX"
"feoC"
"feoB"
"feoA"
"yhgF"
"greB"
"ompR"
"envZ"
"pck"
"yhgE"
"hslO"
"cynS"
"hslR"
"yrfG"
"yrfF"
"nudE"
"mrcA"
"hofM"
"hofN"
"hofO"
"hofP"
"hofQ"
"cynT"
"aroK"
"aroB"
"damX"
"dam"
"rpe"
"gph"
"trpS"
"yhfZ"
"yhfY"
"yhfX"
"cynR"
"yhfW"
"php"
"yhfU"
"yhfT"
"yhfS"
"frlR"
"frlD"
"frlC"
"frlB"
"frlA"
"codA"
"yhfL"
"cysG"
"nirC"
"nirD"
"nirB"
"tsgA"
"ppiA"
"yhfG"
"fic"
"pabA"
"codB"
"caiF"
"argD"
"yhfK"
"crp"
"yhfA"
"prkB"
"yheU"
"yheT"
"yheS"
"kefG"
"kefB"
"prpE"
"yheV"
"slyD"
"slyX"
"fkpA"
"yheO"
"yheN"
"yheM"
"yheL"
"rpsL"
"rpsG"
"prpD"
"fusA"
"chiA"
"bfd"
"bfr"
"gspO"
"gspM"
"gspL"
"gspK"
"gspJ"
"prpC"
"gspI"
"gspH"
"gspG"
"gspF"
"gspE"
"gspD"
"gspC"
"gspA"
"gspB"
"rpsJ"
"prpB"
"rplC"
"rplD"
"rplW"
"rplB"
"rpsS"
"rplV"
"rpsC"
"rplP"
"rpmC"
"rpsQ"
"prpR"
"rplN"
"rplX"
"rplE"
"rpsN"
"rpsH"
"rplF"
"rplR"
"rpsE"
"rpmD"
"rplO"
"yahO"
"secY"
"rpmJ"
"rpsM"
"rpsK"
"rpsD"
"rpoA"
"rplQ"
"yhdN"
"zntR"
"yhdL"
"yahN"
"mscL"
"trkA"
"rsmB"
"fmt"
"def"
"smf"
"smg"
"yrdD"
"rimN"
"aroE"
"yahM"
"yrdB"
"yrdA"
"thrV"
"yhdZ"
"yahL"
"yhdY"
"yhdX"
"yhdW"
"yhdV"
"acrF"
"acrE"
"envR"
"yhdU"
"yhdJ"
"fis"
"yahK"
"carB"
"dusB"
"prmA"
"panF"
"yhdT"
"accC"
"accB"
"yhdH"
"csrD"
"mreB"
"yahJ"
"mreC"
"mreD"
"yhdE"
"rng"
"yhdP"
"tldD"
"aaeR"
"aaeX"
"aaeA"
"aaeB"
"yahI"
"yhcO"
"yhcN"
"argR"
"mdh"
"degS"
"degQ"
"yhcB"
"yhcM"
"rplM"
"rpsI"
"yahG"
"sspA"
"sspB"
"dcuD"
"nanR"
"nanA"
"nanT"
"nanE"
"nanK"
"yhcH"
"yhcG"
"yahF"
"yhcF"
"yhcE"
"yhcD"
"yhcA"
"gltF"
"gltD"
"gltB"
"yhcC"
"arcB"
"yahE"
"ryhA"
"elbB"
"mtgA"
"yrbL"
"npr"
"yhbJ"
"ptsN"
"hpf"
"rpoN"
"lptB"
"yahD"
"lptA"
"yrbK"
"kdsC"
"kdsD"
"yrbG"
"yrbF"
"yrbE"
"yrbD"
"yrbC"
"yrbB"
"yahC"
"yrbA"
"murA"
"sfsB"
"ispB"
"rplU"
"rpmA"
"yhbE"
"obgE"
"dacB"
"greA"
"yahB"
"yhbY"
"rrmJ"
"hflB"
"folP"
"glmM"
"secG"
"leuU"
"yhbX"
"argG"
"metY"
"yahA"
"yhbC"
"nusA"
"infB"
"rbfA"
"truB"
"rpsO"
"psrO"
"pnp"
"nlpI"
"deaD"
"betT"
"carA"
"mtr"
"yhbW"
"yhbV"
"yhbU"
"yhbT"
"yhbS"
"yhbQ"
"yhbP"
"yhbO"
"yraR"
"betI"
"yraQ"
"yraP"
"diaA"
"yraN"
"yraM"
"yraL"
"yraK"
"yraJ"
"yraI"
"yraH"
"betB"
"agaI"
"agaD"
"agaC"
"agaB"
"kbaY"
"agaS"
"agaA"
"agaW"
"agaV"
"kbaZ"
"betA"
"agaR"
"yhaV"
"sohA"
"garD"
"garP"
"garL"
"garR"
"garK"
"rnpB"
"yhaC"
"ykgH"
"yhaB"
"tdcR"
"tdcA"
"tdcB"
"tdcC"
"tdcD"
"tdcE"
"tdcF"
"tdcG"
"yhaO"
"ykgG"
"yhaM"
"yhaL"
"yhaK"
"yhaJ"
"yhaI"
"yhaH"
"yqjG"
"yqjF"
"yqjK"
"yqjE"
"ykgF"
"yqjD"
"yqjC"
"yqjB"
"yqjA"
"exuR"
"exuT"
"uxaC"
"uxaA"
"ygjV"
"sstT"
"ykgE"
"alx"
"psrN"
"ygjR"
"ygjQ"
"ygjP"
"rlmG"
"ygjN"
"ygjM"
"fadH"
"ygjK"
"ykgD"
"ygjJ"
"ygjI"
"ebgC"
"ebgA"
"ebgR"
"ygjH"
"ygjG"
"aer"
"yqjI"
"yqjH"
"ykgC"
"ileX"
"mug"
"rpoD"
"dnaG"
"rpsU"
"ygjD"
"ttdT"
"ttdB"
"ttdA"
"ttdR"
"ykgI"
"dapB"
"ygiH"
"folB"
"bacA"
"cca"
"htrG"
"ygiF"
"glnE"
"rfaE"
"rygD"
"ykgB"
"yqiK"
"yqiJ"
"glgS"
"yqiI"
"yqiH"
"yqiG"
"ygiL"
"yqiC"
"ykgQ"
"ribB"
"zupT"
"ygiD"
"ygiC"
"ygiB"
"tolC"
"nudF"
"yqiB"
"cpdA"
"yqiA"
"ykgA"
"parE"
"ygiN"
"mdaB"
"ygiZ"
"qseC"
"qseB"
"ygiW"
"ygiV"
"mqsR"
"ygiT"
"ygiS"
"parC"
"plsC"
"sufI"
"ygiQ"
"yqhH"
"yqhG"
"dkgA"
"yqhD"
"yqhC"
"yghB"
"metC"
"exbB"
"exbD"
"yghA"
"yqhA"
"yghZ"
"yghX"
"yghW"
"hybO"
"eaeH"
"hybA"
"hybB"
"hybC"
"hybD"
"hybE"
"hybF"
"hybG"
"yghU"
"gsp"
"pitB"
"yghT"
"yghS"
"yghR"
"yghQ"
"yghO"
"glcC"
"glcD"
"glcF"
"ykgM"
"glcG"
"glcB"
"glcA"
"yghJ"
"pppA"
"yghG"
"yghF"
"yghE"
"yghD"
"ykgO"
"yqgA"
"speC"
"nupG"
"mltC"
"yggX"
"mutY"
"trmI"
"yggL"
"yggN"
"ansB"
"ykgL"
"rihC"
"thrB"
"yggM"
"yggW"
"rdgB"
"yggU"
"yggT"
"yggS"
"yggR"
"yqgF"
"yqgE"
"gshB"
"matA"
"rsmE"
"endA"
"yggI"
"galP"
"metK"
"yqgD"
"yqgC"
"yqgB"
"speA"
"speB"
"matB"
"yggG"
"tktA"
"cmtB"
"cmtA"
"yggP"
"yggF"
"yggD"
